timestamp,O,H,L,C,V,R,TR,LR,PTR,PLR,condition
2023-06-04,0.072672002017498,0.0732500031590461,0.0724660009145736,0.0724710002541542,135558595,0.0007840022444725037,0.0007790029048918984,4.999339580605278e-06,99.36233096067615,0.6376690393238553,crash
2023-06-05,0.0724750012159347,0.0726319998502731,0.0648280009627342,0.0665730014443397,506101788,0.00780399888753891,0.006058998405933408,0.001745000481605502,77.63966260436244,22.36033739563756,neutral
2023-06-06,0.0665680021047592,0.071783997118473,0.066111996769905,0.070372998714447,428926152,0.005672000348568004,0.0014109984040260037,0.0042610019445420005,24.87655707535764,75.12344292464236,neutral
2023-06-07,0.070371001958847,0.070371001958847,0.0668779984116554,0.0672999992966651,278793457,0.003493003547191606,0.0030710026621819098,0.00042200088500969624,87.91868146400861,12.08131853599139,neutral
2023-06-08,0.0673020035028457,0.0684259980916976,0.0671539977192878,0.0679659992456436,167825308,0.0012720003724097928,0.0004599988460539939,0.0008120015263557989,36.16342070580769,63.83657929419232,neutral
2023-06-09,0.067962996661663,0.0709199979901313,0.0676259994506836,0.0694890022277832,274101529,0.003293998539447701,0.0014309957623480918,0.0018630027770996094,43.44251356553499,56.55748643446502,neutral
2023-06-10,0.0694890022277832,0.070591002702713,0.0585360005497932,0.0618599988520145,975736541,0.012055002152919797,0.008731003850698499,0.0033239983022212982,72.4263981038261,27.573601896173905,neutral
2023-06-11,0.0618610009551048,0.0625149980187416,0.0613030008971691,0.0615869984030723,235910036,0.0012119971215724945,0.0009279996156692921,0.0002839975059032024,76.5678068991837,23.432193100816313,neutral
2023-06-12,0.0615790002048015,0.061634998768568,0.060403998941183,0.0614590011537075,210832319,0.0012309998273849973,0.00017599761486049997,0.0010550022125244973,14.297127501176849,85.70287249882315,neutral
2023-06-13,0.0614590011537075,0.0624530017375946,0.0607639998197555,0.0617230013012886,204620564,0.0016890019178390989,0.0007300004363059998,0.0009590014815330991,43.220817489654415,56.779182510345585,neutral
2023-06-14,0.0617230013012886,0.062109000980854,0.0589490011334419,0.0603870004415512,248200812,0.0031599998474121024,0.0017220005393027982,0.0014379993081093043,54.49369058397389,45.506309416026106,neutral
2023-06-15,0.0603890009224414,0.0618249997496604,0.0597960017621517,0.0615030005574226,218623835,0.0020289979875087044,0.0003219991922377985,0.001706998795270906,15.869862573553545,84.13013742644647,neutral
2023-06-16,0.0615030005574226,0.0626299977302551,0.0609520003199577,0.0621020011603832,198520116,0.0016779974102974007,0.0005279965698719025,0.0011500008404254983,31.46587513375976,68.53412486624025,neutral
2023-06-17,0.0621059983968734,0.0628229975700378,0.0618349984288215,0.0622170008718967,153965122,0.000987999141216299,0.000605996698141098,0.00038200244307520087,61.33575150632944,38.664248493670556,neutral
2023-06-18,0.0622139982879161,0.0637490004301071,0.0616049990057945,0.0621670000255107,243548821,0.0021440014243126054,0.001582000404596405,0.0005620010197162004,73.78728328520653,26.212716714793473,neutral
2023-06-19,0.0621670000255107,0.0626979991793632,0.0616960003972053,0.0623410008847713,149792820,0.001001998782157898,0.00035699829459189675,0.0006450004875660012,35.62861561798184,64.37138438201815,neutral
2023-06-20,0.0623430013656616,0.0630569979548454,0.0609109997749328,0.0630450025200843,190107977,0.002145998179912602,1.1995434761102874e-05,0.002134002745151499,0.5589676111277692,99.44103238887223,moon
2023-06-21,0.0630450025200843,0.0664699971675872,0.0629649981856346,0.0657040029764175,370299722,0.003504998981952598,0.0007659941911696971,0.0027390047907829007,21.85433419849297,78.14566580150702,neutral
2023-06-22,0.0656960010528564,0.0690060034394264,0.0655499994754791,0.0656429976224899,406178282,0.003456003963947296,0.003363005816936493,9.299814701080322e-05,97.30908448077749,2.690915519222519,crash
2023-06-23,0.0656400024890899,0.0696630030870437,0.0655340030789375,0.0681739971041679,319058221,0.004129000008106204,0.00148900598287581,0.002639994025230394,36.06214531248581,63.937854687514196,neutral
2023-06-24,0.068181000649929,0.0683090016245842,0.065700002014637,0.0667420029640197,276939973,0.0026089996099472046,0.001566998660564492,0.0010420009493827126,60.06128381890412,39.93871618109588,neutral
2023-06-25,0.0667390003800392,0.067962996661663,0.0665450021624565,0.0667639970779419,191028870,0.0014179944992065013,0.0011989995837211054,0.00021899491548539596,84.55601092896032,15.443989071039685,neutral
2023-06-26,0.0667539983987808,0.0667850002646446,0.0638789981603622,0.064749002456665,266917426,0.002906002104282393,0.0020359978079795976,0.0008700042963027954,70.06181464835402,29.938185351645984,neutral
2023-06-27,0.0647469982504844,0.0657429993152618,0.0645530000329017,0.0655450001358985,212409649,0.0011899992823601047,0.00019799917936329237,0.0009920001029968123,16.63859653516799,83.36140346483201,neutral
2023-06-28,0.0655499994754791,0.0655649974942207,0.061583999544382,0.0626019984483718,274764095,0.003980997949838708,0.002962999045848902,0.0010179989039898057,74.42854990590862,25.571450094091368,neutral
2023-06-29,0.0625939965248107,0.0640280023217201,0.0625509992241859,0.0634069964289665,192396033,0.0014770030975341936,0.0006210058927536011,0.0008559972047805925,42.0449959644871,57.9550040355129,neutral
2023-06-30,0.0634019970893859,0.0667119994759559,0.0626429989933967,0.0664789974689483,489091093,0.00406900048255919,0.00023300200700759888,0.0038359984755515913,5.726271304373321,94.27372869562667,moon
2023-07-01,0.0664810016751289,0.0707890018820762,0.0664680004119873,0.0684780031442642,635045706,0.004321001470088889,0.0023109987378120006,0.0020100027322768887,53.48294264210144,46.51705735789856,neutral
